HGNC.ID	ENSG	Symbol
HGNC:5	ENSG00000121410	A1BG
HGNC:37133	ENSG00000268895	A1BG-AS1
HGNC:37133	ENSG00000268895	NCRNA00181
HGNC:37133	ENSG00000268895	A1BGAS
HGNC:37133	ENSG00000268895	A1BG-AS
HGNC:37133	ENSG00000268895	FLJ23569
HGNC:24086	ENSG00000148584	A1CF
HGNC:24086	ENSG00000148584	ACF
HGNC:24086	ENSG00000148584	ASP
HGNC:24086	ENSG00000148584	ACF64
HGNC:24086	ENSG00000148584	ACF65
HGNC:24086	ENSG00000148584	APOBEC1CF
HGNC:6		A1S9T
HGNC:7	ENSG00000175899	A2M
HGNC:7	ENSG00000175899	FWP007
HGNC:7	ENSG00000175899	S863-7
HGNC:7	ENSG00000175899	CPAMD5
HGNC:27057	ENSG00000245105	A2M-AS1
HGNC:23336	ENSG00000166535	A2ML1
HGNC:23336	ENSG00000166535	CPAMD9
HGNC:23336	ENSG00000166535	FLJ25179
HGNC:23336	ENSG00000166535	p170
HGNC:41022	ENSG00000256661	A2ML1-AS1
HGNC:41523	ENSG00000256904	A2ML1-AS2
HGNC:8	ENSG00000256069	A2MP1
HGNC:8	ENSG00000256069	A2MP
HGNC:9		A2MR
HGNC:10		A2MRAP
HGNC:30005	ENSG00000184389	A3GALT2
HGNC:30005	ENSG00000184389	A3GALT2P
HGNC:30005	ENSG00000184389	IGBS3S
HGNC:30005	ENSG00000184389	IGB3S
HGNC:18149	ENSG00000128274	A4GALT
HGNC:18149	ENSG00000128274	P1
HGNC:18149	ENSG00000128274	A14GALT
HGNC:18149	ENSG00000128274	Gb3S
HGNC:18149	ENSG00000128274	P(k)
HGNC:17968	ENSG00000118017	A4GNT
HGNC:17968	ENSG00000118017	alpha4GnT
HGNC:1		A12M1
HGNC:2		A12M2
HGNC:3		A12M3
HGNC:4		A12M4
HGNC:11		AA
HGNC:13666	ENSG00000094914	AAAS
HGNC:12		AABT
HGNC:13		AAC1
HGNC:14		AAC2
HGNC:21298	ENSG00000081760	AACS
HGNC:21298	ENSG00000081760	FLJ12389
HGNC:21298	ENSG00000081760	SUR-5
HGNC:21298	ENSG00000081760	ACSF1
HGNC:18226	ENSG00000250420	AACSP1
HGNC:18226	ENSG00000250420	AACSL
HGNC:13792		AACT
HGNC:17	ENSG00000114771	AADAC
HGNC:17	ENSG00000114771	DAC
HGNC:17	ENSG00000114771	CES5A1
HGNC:24427	ENSG00000197953	AADACL2
HGNC:24427	ENSG00000197953	MGC72001
HGNC:50301	ENSG00000242908	AADACL2-AS1
HGNC:32037	ENSG00000188984	AADACL3
HGNC:32037	ENSG00000188984	OTTHUMG00000001887
HGNC:32038	ENSG00000204518	AADACL4
HGNC:32038	ENSG00000204518	OTTHUMG00000001889
HGNC:50305	ENSG00000240602	AADACP1
HGNC:17929	ENSG00000109576	AADAT
HGNC:17929	ENSG00000109576	KATII
HGNC:17929	ENSG00000109576	KAT2
HGNC:17929	ENSG00000109576	KYAT2
HGNC:25662	ENSG00000103591	AAGAB
HGNC:25662	ENSG00000103591	FLJ11506
HGNC:25662	ENSG00000103591	p34
HGNC:19679	ENSG00000115977	AAK1
HGNC:19679	ENSG00000115977	KIAA1048
HGNC:19679	ENSG00000115977	DKFZp686K16132
HGNC:30205	ENSG00000087884	AAMDC
HGNC:30205	ENSG00000087884	C11orf67
HGNC:30205	ENSG00000087884	PTD015
HGNC:30205	ENSG00000087884	FLJ21035
HGNC:30205	ENSG00000087884	CK067
HGNC:18	ENSG00000127837	AAMP
HGNC:19	ENSG00000129673	AANAT
HGNC:19	ENSG00000129673	SNAT
HGNC:15886	ENSG00000131043	AAR2
HGNC:15886	ENSG00000131043	C20orf4
HGNC:15886	ENSG00000131043	bA234K24.2
HGNC:33842	ENSG00000205002	AARD
HGNC:33842	ENSG00000205002	C8orf85
HGNC:33842	ENSG00000205002	LOC441376
HGNC:20	ENSG00000090861	AARS1
HGNC:20	ENSG00000090861	AARS
HGNC:20	ENSG00000090861	CMT2N
HGNC:20	ENSG00000090861	AlaRS
HGNC:49894	ENSG00000249038	AARS1P1
HGNC:49894	ENSG00000249038	AARSP1
HGNC:21022	ENSG00000124608	AARS2
HGNC:21022	ENSG00000124608	AARSL
HGNC:21022	ENSG00000124608	KIAA1270
HGNC:21022	ENSG00000124608	bA444E17.1
HGNC:28417	ENSG00000266967	AARSD1
HGNC:28417	ENSG00000266967	MGC2744
HGNC:28417	ENSG00000266967	AlaXp
HGNC:54994	ENSG00000234969	AARSD1P1
HGNC:23993	ENSG00000157426	AASDH
HGNC:23993	ENSG00000157426	NRPS998
HGNC:23993	ENSG00000157426	LYS2
HGNC:23993	ENSG00000157426	ACSF4
HGNC:14235	ENSG00000149313	AASDHPPT
HGNC:14235	ENSG00000149313	LYS5
HGNC:14235	ENSG00000149313	CGI-80
HGNC:14235	ENSG00000149313	AASD-PPT
HGNC:14235	ENSG00000149313	ACPS
HGNC:17366	ENSG00000008311	AASS
HGNC:17366	ENSG00000008311	LORSDH
HGNC:17366	ENSG00000008311	LKRSDH
HGNC:51526	ENSG00000215458	AATBC
HGNC:19235	ENSG00000275700	AATF
HGNC:19235	ENSG00000275700	DED
HGNC:19235	ENSG00000275700	CHE-1
HGNC:19235	ENSG00000275700	CHE1
HGNC:19235	ENSG00000275700	BFR2
HGNC:21	ENSG00000181409	AATK
HGNC:21	ENSG00000181409	AATYK
HGNC:21	ENSG00000181409	KIAA0641
HGNC:21	ENSG00000181409	LMTK1
HGNC:21	ENSG00000181409	LMR1
HGNC:21	ENSG00000181409	AATYK1
HGNC:21	ENSG00000181409	PPP1R77
HGNC:22		AAVS1
HGNC:22		AAV
HGNC:49667	ENSG00000281376	ABALON
HGNC:49667	ENSG00000281376	INXS
HGNC:23	ENSG00000183044	ABAT
HGNC:23	ENSG00000183044	GABAT
HGNC:23	ENSG00000183044	GABA-T
HGNC:24		ABC1
HGNC:25		ABC2
HGNC:26		ABC3
HGNC:28		ABC7
HGNC:27		ABC50
HGNC:29	ENSG00000165029	ABCA1
HGNC:29	ENSG00000165029	ABC1
HGNC:29	ENSG00000165029	HDLDT1
HGNC:29	ENSG00000165029	TGD
HGNC:32	ENSG00000107331	ABCA2
HGNC:32	ENSG00000107331	ABC2
HGNC:33	ENSG00000167972	ABCA3
HGNC:33	ENSG00000167972	ABC3
HGNC:33	ENSG00000167972	ABC-C
HGNC:33	ENSG00000167972	EST111653
HGNC:33	ENSG00000167972	LBM180
HGNC:55707	ENSG00000257408	ABCA3P1
HGNC:34	ENSG00000198691	ABCA4
HGNC:34	ENSG00000198691	STGD1
HGNC:34	ENSG00000198691	ABCR
HGNC:34	ENSG00000198691	RP19
HGNC:34	ENSG00000198691	STGD
HGNC:34	ENSG00000198691	FFM
HGNC:34	ENSG00000198691	ARMD2
HGNC:34	ENSG00000198691	CORD3
HGNC:35	ENSG00000154265	ABCA5
HGNC:35	ENSG00000154265	EST90625
HGNC:36	ENSG00000154262	ABCA6
HGNC:36	ENSG00000154262	EST155051
HGNC:37	ENSG00000064687	ABCA7
HGNC:37	ENSG00000064687	ABCX
HGNC:38	ENSG00000141338	ABCA8
HGNC:38	ENSG00000141338	KIAA0822
HGNC:39	ENSG00000154258	ABCA9
HGNC:39	ENSG00000154258	EST640918
HGNC:39983	ENSG00000231749	ABCA9-AS1
HGNC:30	ENSG00000154263	ABCA10
HGNC:30	ENSG00000154263	EST698739
HGNC:31	ENSG00000251595	ABCA11P
HGNC:31	ENSG00000251595	ABCA11
HGNC:31	ENSG00000251595	EST1133530
HGNC:31	ENSG00000251595	FLJ14297
HGNC:14637	ENSG00000144452	ABCA12
HGNC:14637	ENSG00000144452	ICR2B
HGNC:14637	ENSG00000144452	DKFZP434G232
HGNC:14637	ENSG00000144452	LI2
HGNC:14638	ENSG00000179869	ABCA13
HGNC:14638	ENSG00000179869	FLJ33876
HGNC:14638	ENSG00000179869	FLJ33951
HGNC:32972	ENSG00000238098	ABCA17P
HGNC:40	ENSG00000085563	ABCB1
HGNC:40	ENSG00000085563	PGY1
HGNC:40	ENSG00000085563	MDR1
HGNC:40	ENSG00000085563	CLCS
HGNC:40	ENSG00000085563	P-gp
HGNC:40	ENSG00000085563	CD243
HGNC:40	ENSG00000085563	GP170
HGNC:40	ENSG00000085563	ABC20
HGNC:40	ENSG00000085563	p-170
HGNC:11563		ABCB2
HGNC:11564		ABCB3
HGNC:45	ENSG00000005471	ABCB4
HGNC:45	ENSG00000005471	PGY3
HGNC:45	ENSG00000005471	MDR3
HGNC:45	ENSG00000005471	MDR2
HGNC:45	ENSG00000005471	PFIC-3
HGNC:45	ENSG00000005471	GBD1
HGNC:46	ENSG00000004846	ABCB5
HGNC:46	ENSG00000004846	EST422562
HGNC:46	ENSG00000004846	ABCB5beta
HGNC:46	ENSG00000004846	ABCB5alpha
HGNC:47	ENSG00000115657	ABCB6
HGNC:47	ENSG00000115657	EST45597
HGNC:47	ENSG00000115657	umat
HGNC:47	ENSG00000115657	MTABC3
HGNC:48	ENSG00000131269	ABCB7
HGNC:48	ENSG00000131269	ABC7
HGNC:48	ENSG00000131269	EST140535
HGNC:48	ENSG00000131269	Atm1p
HGNC:48	ENSG00000131269	ASAT
HGNC:49	ENSG00000197150	ABCB8
HGNC:49	ENSG00000197150	EST328128
HGNC:49	ENSG00000197150	M-ABC1
HGNC:49	ENSG00000197150	MABC1
HGNC:49	ENSG00000197150	MITOSUR
HGNC:50	ENSG00000150967	ABCB9
HGNC:50	ENSG00000150967	EST122234
HGNC:41	ENSG00000135776	ABCB10
HGNC:41	ENSG00000135776	EST20237
HGNC:41	ENSG00000135776	M-ABC2
HGNC:41	ENSG00000135776	MTABC2
HGNC:14114	ENSG00000274099	ABCB10P1
HGNC:14114	ENSG00000274099	ABCB10P
HGNC:14114	ENSG00000274099	ABCB10P2
HGNC:14114	ENSG00000274099	M-ABC2
HGNC:14114	ENSG00000274099	MABC2
HGNC:31128		ABCB10P2
HGNC:31129	ENSG00000261524	ABCB10P3
HGNC:31130	ENSG00000260053	ABCB10P4
HGNC:42	ENSG00000073734	ABCB11
HGNC:42	ENSG00000073734	BSEP
HGNC:42	ENSG00000073734	PFIC2
HGNC:42	ENSG00000073734	ABC16
HGNC:42	ENSG00000073734	SPGP
HGNC:42	ENSG00000073734	PFIC-2
HGNC:42	ENSG00000073734	PGY4
HGNC:51	ENSG00000103222	ABCC1
HGNC:51	ENSG00000103222	MRP
HGNC:51	ENSG00000103222	MRP1
HGNC:51	ENSG00000103222	GS-X
HGNC:53	ENSG00000023839	ABCC2
HGNC:53	ENSG00000023839	CMOAT
HGNC:53	ENSG00000023839	DJS
HGNC:53	ENSG00000023839	MRP2
HGNC:53	ENSG00000023839	cMRP
HGNC:54	ENSG00000108846	ABCC3
HGNC:54	ENSG00000108846	MRP3
HGNC:54	ENSG00000108846	cMOAT2
HGNC:54	ENSG00000108846	EST90757
HGNC:54	ENSG00000108846	MLP2
HGNC:54	ENSG00000108846	MOAT-D
HGNC:55	ENSG00000125257	ABCC4
HGNC:55	ENSG00000125257	MRP4
HGNC:55	ENSG00000125257	EST170205
HGNC:55	ENSG00000125257	MOAT-B
HGNC:55	ENSG00000125257	MOATB
HGNC:56	ENSG00000114770	ABCC5
HGNC:56	ENSG00000114770	MRP5
HGNC:56	ENSG00000114770	SMRP
HGNC:56	ENSG00000114770	EST277145
HGNC:56	ENSG00000114770	MOAT-C
HGNC:40055	ENSG00000223882	ABCC5-AS1
HGNC:57	ENSG00000091262	ABCC6
HGNC:57	ENSG00000091262	ARA
HGNC:57	ENSG00000091262	PXE
HGNC:57	ENSG00000091262	MRP6
HGNC:57	ENSG00000091262	EST349056
HGNC:57	ENSG00000091262	MLP1
HGNC:57	ENSG00000091262	URG7
HGNC:33352	ENSG00000256340	ABCC6P1
HGNC:33353	ENSG00000255277	ABCC6P2
HGNC:58		ABCC7
HGNC:59	ENSG00000006071	ABCC8
HGNC:59	ENSG00000006071	SUR
HGNC:59	ENSG00000006071	HRINS
HGNC:59	ENSG00000006071	HI
HGNC:59	ENSG00000006071	PHHI
HGNC:59	ENSG00000006071	SUR1
HGNC:59	ENSG00000006071	MRP8
HGNC:59	ENSG00000006071	ABC36
HGNC:59	ENSG00000006071	HHF1
HGNC:59	ENSG00000006071	TNDM2
HGNC:60	ENSG00000069431	ABCC9
HGNC:60	ENSG00000069431	SUR2
HGNC:60	ENSG00000069431	CMD1O
HGNC:52	ENSG00000124574	ABCC10
HGNC:52	ENSG00000124574	EST182763
HGNC:52	ENSG00000124574	MRP7
HGNC:52	ENSG00000124574	SIMRP7
HGNC:14639	ENSG00000121270	ABCC11
HGNC:14639	ENSG00000121270	MRP8
HGNC:14640	ENSG00000140798	ABCC12
HGNC:14640	ENSG00000140798	MRP9
HGNC:16022	ENSG00000243064	ABCC13
HGNC:16022	ENSG00000243064	PRED6
HGNC:16022	ENSG00000243064	C21orf73
HGNC:16022	ENSG00000243064	ABCC13P
HGNC:61	ENSG00000101986	ABCD1
HGNC:61	ENSG00000101986	ALD
HGNC:61	ENSG00000101986	AMN
HGNC:61	ENSG00000101986	ALDP
HGNC:61	ENSG00000101986	adrenoleukodystrophy
HGNC:62		ABCD1P1
HGNC:63	ENSG00000215151	ABCD1P2
HGNC:63	ENSG00000215151	bA453N3.6
HGNC:64	ENSG00000261233	ABCD1P3
HGNC:65	ENSG00000225293	ABCD1P4
HGNC:42662	ENSG00000214330	ABCD1P5
HGNC:66	ENSG00000173208	ABCD2
HGNC:66	ENSG00000173208	ALDL1
HGNC:66	ENSG00000173208	ALDR
HGNC:66	ENSG00000173208	ALDRP
HGNC:67	ENSG00000117528	ABCD3
HGNC:67	ENSG00000117528	PXMP1
HGNC:67	ENSG00000117528	PMP70
HGNC:67	ENSG00000117528	ZWS2
HGNC:68	ENSG00000119688	ABCD4
HGNC:68	ENSG00000119688	PXMP1L
HGNC:68	ENSG00000119688	PMP69
HGNC:68	ENSG00000119688	P70R
HGNC:68	ENSG00000119688	EST352188
HGNC:69	ENSG00000164163	ABCE1
HGNC:69	ENSG00000164163	RNASEL1
HGNC:69	ENSG00000164163	RNASELI
HGNC:69	ENSG00000164163	RNS4I
HGNC:69	ENSG00000164163	RLI
HGNC:69	ENSG00000164163	OABP
HGNC:69	ENSG00000164163	RLI1
HGNC:70	ENSG00000204574	ABCF1
HGNC:70	ENSG00000204574	ABC50
HGNC:70	ENSG00000204574	EST123147
HGNC:53628		ABCF1-DT
HGNC:71	ENSG00000033050	ABCF2
HGNC:71	ENSG00000033050	EST133090
HGNC:71	ENSG00000033050	ABC28
HGNC:71	ENSG00000033050	M-ABC1
HGNC:71	ENSG00000033050	HUSSY-18
HGNC:54751	ENSG00000285292	ABCF2-H2BK1
HGNC:54751	ENSG00000285292	ABCF2-H2BE1
HGNC:48841	ENSG00000242159	ABCF2P1
HGNC:48842	ENSG00000228769	ABCF2P2
HGNC:72	ENSG00000161204	ABCF3
HGNC:72	ENSG00000161204	EST201864
HGNC:73	ENSG00000160179	ABCG1
HGNC:73	ENSG00000160179	ABC8
HGNC:74	ENSG00000118777	ABCG2
HGNC:74	ENSG00000118777	EST157481
HGNC:74	ENSG00000118777	MXR
HGNC:74	ENSG00000118777	BCRP
HGNC:74	ENSG00000118777	ABCP
HGNC:74	ENSG00000118777	CD338
HGNC:13884	ENSG00000172350	ABCG4
HGNC:13884	ENSG00000172350	WHITE2
HGNC:13886	ENSG00000138075	ABCG5
HGNC:13886	ENSG00000138075	STSL
HGNC:13887	ENSG00000143921	ABCG8
HGNC:13887	ENSG00000143921	GBD4
HGNC:75		ABCR
HGNC:17553	ENSG00000143994	ABHD1
HGNC:17553	ENSG00000143994	LABH1
HGNC:17553	ENSG00000143994	FLJ36128
HGNC:18717	ENSG00000140526	ABHD2
HGNC:18717	ENSG00000140526	LABH2
HGNC:18718	ENSG00000158201	ABHD3
HGNC:18718	ENSG00000158201	LABH3
HGNC:20154	ENSG00000100439	ABHD4
HGNC:20154	ENSG00000100439	FLJ12816
HGNC:21396	ENSG00000011198	ABHD5
HGNC:21396	ENSG00000011198	CGI-58
HGNC:21396	ENSG00000011198	NCIE2
HGNC:21398	ENSG00000163686	ABHD6
HGNC:23759	ENSG00000127220	ABHD8
HGNC:23759	ENSG00000127220	FLJ11743
HGNC:23759	ENSG00000127220	MGC14280
HGNC:23759	ENSG00000127220	MGC2512
HGNC:25656	ENSG00000144827	ABHD10
HGNC:25656	ENSG00000144827	FLJ11342
HGNC:16407	ENSG00000106077	ABHD11
HGNC:16407	ENSG00000106077	WBSCR21
HGNC:16407	ENSG00000106077	PP1226
HGNC:18289	ENSG00000225969	ABHD11-AS1
HGNC:18289	ENSG00000225969	WBSCR26
HGNC:18289	ENSG00000225969	LINC00035
HGNC:18289	ENSG00000225969	NCRNA00035
HGNC:40012		ABHD11-AS2
HGNC:15868	ENSG00000100997	ABHD12
HGNC:15868	ENSG00000100997	C20orf22
HGNC:15868	ENSG00000100997	DKFZP434P106
HGNC:15868	ENSG00000100997	dJ965G21.2
HGNC:15868	ENSG00000100997	BEM46L2
HGNC:15868	ENSG00000100997	ABHD12A
HGNC:19837	ENSG00000131969	ABHD12B
HGNC:19837	ENSG00000131969	C14orf29
HGNC:19837	ENSG00000131969	BEM46L3
HGNC:20293	ENSG00000139826	ABHD13
HGNC:20293	ENSG00000139826	C13orf6
HGNC:20293	ENSG00000139826	bA153I24.2
HGNC:20293	ENSG00000139826	FLJ14906
HGNC:20293	ENSG00000139826	BEM46L1
HGNC:24538	ENSG00000248487	ABHD14A
HGNC:24538	ENSG00000248487	DKFZP564O243
HGNC:24538	ENSG00000248487	DORZ1
HGNC:38856	ENSG00000114786	ABHD14A-ACY1
HGNC:28235	ENSG00000114779	ABHD14B
HGNC:28235	ENSG00000114779	MGC15429
HGNC:28235	ENSG00000114779	CIB
HGNC:26971	ENSG00000168792	ABHD15
HGNC:49685	ENSG00000264031	ABHD15-AS1
HGNC:49685	ENSG00000264031	linc-TP53I13
HGNC:49685	ENSG00000264031	lnc-TP53I13
HGNC:13921	ENSG00000204427	ABHD16A
HGNC:13921	ENSG00000204427	BAT5
HGNC:13921	ENSG00000204427	NG26
HGNC:13921	ENSG00000204427	D6S82E
HGNC:16128	ENSG00000183260	ABHD16B
HGNC:16128	ENSG00000183260	C20orf135
HGNC:16128	ENSG00000183260	dJ591C20.1
HGNC:28756	ENSG00000129968	ABHD17A
HGNC:28756	ENSG00000129968	C19orf27
HGNC:28756	ENSG00000129968	FAM108A1
HGNC:28756	ENSG00000129968	MGC5244
HGNC:28394	ENSG00000198658	ABHD17AP1
HGNC:28394	ENSG00000198658	FAM108A2
HGNC:28394	ENSG00000198658	ABHD17AP2
HGNC:28394	ENSG00000198658	FAM108A3
HGNC:28394	ENSG00000198658	FAM108A11P
HGNC:28394	ENSG00000198658	FAM108A3P
HGNC:28394	ENSG00000198658	C1orf47
HGNC:33538		ABHD17AP2
HGNC:33538		FAM108A3
HGNC:33538		FAM108A11P
HGNC:33538		FAM108A3P
HGNC:34041	ENSG00000250536	ABHD17AP3
HGNC:34041	ENSG00000250536	FAM108A4
HGNC:34041	ENSG00000250536	FAM108A4P
HGNC:34042	ENSG00000229107	ABHD17AP4
HGNC:34042	ENSG00000229107	FAM108A5
HGNC:34042	ENSG00000229107	FAM108A5P
HGNC:34043	ENSG00000263366	ABHD17AP5
HGNC:34043	ENSG00000263366	FAM108A6
HGNC:34043	ENSG00000263366	FAM108A6P
HGNC:34044	ENSG00000226981	ABHD17AP6
HGNC:34044	ENSG00000226981	FAM108A7P
HGNC:38508	ENSG00000260864	ABHD17AP7
HGNC:38508	ENSG00000260864	FAM108A8P
HGNC:38509	ENSG00000260540	ABHD17AP8
HGNC:38509	ENSG00000260540	FAM108A9P
HGNC:38510	ENSG00000261536	ABHD17AP9
HGNC:38510	ENSG00000261536	FAM108A10P
HGNC:24278	ENSG00000107362	ABHD17B
HGNC:24278	ENSG00000107362	C9orf77
HGNC:24278	ENSG00000107362	FAM108B1
HGNC:24278	ENSG00000107362	CGI-67
HGNC:26925	ENSG00000136379	ABHD17C
HGNC:26925	ENSG00000136379	FAM108C1
HGNC:26111	ENSG00000164074	ABHD18
HGNC:26111	ENSG00000164074	C4orf29
HGNC:26111	ENSG00000164074	FLJ21106
HGNC:11320	ENSG00000136754	ABI1
HGNC:11320	ENSG00000136754	SSH3BP1
HGNC:11320	ENSG00000136754	E3B1
HGNC:11320	ENSG00000136754	ABI-1
HGNC:20035	ENSG00000271484	ABI1P1
HGNC:20035	ENSG00000271484	SSH3BP1P
HGNC:20035	ENSG00000271484	ABI1P
HGNC:24011	ENSG00000138443	ABI2
HGNC:24011	ENSG00000138443	ABI-2
HGNC:24011	ENSG00000138443	AIP-1
HGNC:24011	ENSG00000138443	ABI2B
HGNC:24011	ENSG00000138443	AblBP3
HGNC:24011	ENSG00000138443	argBPIA
HGNC:24011	ENSG00000138443	SSH3BP2
HGNC:29859	ENSG00000108798	ABI3
HGNC:29859	ENSG00000108798	NESH
HGNC:29859	ENSG00000108798	SSH3BP3
HGNC:17265	ENSG00000154175	ABI3BP
HGNC:17265	ENSG00000154175	NESHBP
HGNC:17265	ENSG00000154175	DKFZP586L2024
HGNC:17265	ENSG00000154175	TARSH
HGNC:1364	ENSG00000119328	ABITRAM
HGNC:1364	ENSG00000119328	C9orf6
HGNC:1364	ENSG00000119328	FAM206A
HGNC:1364	ENSG00000119328	CG-8
HGNC:1364	ENSG00000119328	FLJ20457
HGNC:1364	ENSG00000119328	Simiate
HGNC:39851	ENSG00000251106	ABITRAMP1
HGNC:39851	ENSG00000251106	FAM206BP
HGNC:76	ENSG00000097007	ABL1
HGNC:76	ENSG00000097007	ABL
HGNC:76	ENSG00000097007	JTK7
HGNC:76	ENSG00000097007	c-ABL
HGNC:76	ENSG00000097007	p150
HGNC:77	ENSG00000143322	ABL2
HGNC:77	ENSG00000143322	ABLL
HGNC:77	ENSG00000143322	ARG
HGNC:78	ENSG00000099204	ABLIM1
HGNC:78	ENSG00000099204	LIMAB1
HGNC:78	ENSG00000099204	ABLIM
HGNC:78	ENSG00000099204	abLIM
HGNC:78	ENSG00000099204	limatin
HGNC:19195	ENSG00000163995	ABLIM2
HGNC:19195	ENSG00000163995	KIAA1808
HGNC:29132	ENSG00000173210	ABLIM3
HGNC:29132	ENSG00000173210	KIAA0843
HGNC:79	ENSG00000175164	ABO
HGNC:79	ENSG00000175164	A3GALNT
HGNC:79	ENSG00000175164	A3GALT1
HGNC:81	ENSG00000159842	ABR
HGNC:81	ENSG00000159842	MDB
HGNC:55674	ENSG00000235361	ABR-AS1
HGNC:30655	ENSG00000174429	ABRA
HGNC:30655	ENSG00000174429	STARS
HGNC:21230	ENSG00000146386	ABRACL
HGNC:21230	ENSG00000146386	C6orf115
HGNC:21230	ENSG00000146386	PRO2013
HGNC:21230	ENSG00000146386	HSPC280
HGNC:21230	ENSG00000146386	Costars
HGNC:25829	ENSG00000163322	ABRAXAS1
HGNC:25829	ENSG00000163322	CCDC98
HGNC:25829	ENSG00000163322	FAM175A
HGNC:25829	ENSG00000163322	FLJ13614
HGNC:25829	ENSG00000163322	ABRA1
HGNC:25829	ENSG00000163322	ABRAXAS
HGNC:28975	ENSG00000165660	ABRAXAS2
HGNC:28975	ENSG00000165660	KIAA0157
HGNC:28975	ENSG00000165660	FAM175B
HGNC:28975	ENSG00000165660	Em:AC068896.4
HGNC:28975	ENSG00000165660	ABRO1
HGNC:17369	ENSG00000146109	ABT1
HGNC:17369	ENSG00000146109	Esf2
HGNC:39557	ENSG00000250496	ABT1P1
HGNC:18275	ENSG00000114626	ABTB1
HGNC:18275	ENSG00000114626	BPOZ
HGNC:18275	ENSG00000114626	EF1ABP
HGNC:18275	ENSG00000114626	Btb3
HGNC:18275	ENSG00000114626	BTBD21
HGNC:23842	ENSG00000166016	ABTB2
HGNC:23842	ENSG00000166016	DKFZP586C1619
HGNC:23842	ENSG00000166016	BTBD22
HGNC:23842	ENSG00000166016	ABTB2A
HGNC:82	ENSG00000060971	ACAA1
HGNC:83	ENSG00000167315	ACAA2
HGNC:83	ENSG00000167315	DSAEC
HGNC:55880	ENSG00000233585	ACAA2P1
HGNC:84	ENSG00000278540	ACACA
HGNC:84	ENSG00000278540	ACAC
HGNC:84	ENSG00000278540	ACC
HGNC:84	ENSG00000278540	ACC1
HGNC:85	ENSG00000076555	ACACB
HGNC:85	ENSG00000076555	HACC275
HGNC:85	ENSG00000076555	ACC2
HGNC:85	ENSG00000076555	ACCB
HGNC:86		ACAD
HGNC:87	ENSG00000151498	ACAD8
HGNC:21497	ENSG00000177646	ACAD9
HGNC:21497	ENSG00000177646	NPD002
HGNC:21497	ENSG00000177646	MGC14452
HGNC:21597	ENSG00000111271	ACAD10
HGNC:21597	ENSG00000111271	MGC5601
HGNC:30211	ENSG00000240303	ACAD11
HGNC:30211	ENSG00000240303	FLJ12592
HGNC:88	ENSG00000115361	ACADL
HGNC:88	ENSG00000115361	LCAD
HGNC:88	ENSG00000115361	ACAD4
HGNC:89	ENSG00000117054	ACADM
HGNC:89	ENSG00000117054	MCAD
HGNC:89	ENSG00000117054	MCADH
HGNC:89	ENSG00000117054	ACAD1
HGNC:90	ENSG00000122971	ACADS
HGNC:90	ENSG00000122971	SCAD
HGNC:90	ENSG00000122971	ACAD3
HGNC:91	ENSG00000196177	ACADSB
HGNC:91	ENSG00000196177	SBCAD
HGNC:91	ENSG00000196177	ACAD7
HGNC:92	ENSG00000072778	ACADVL
HGNC:92	ENSG00000072778	VLCAD
HGNC:92	ENSG00000072778	LCACD
HGNC:92	ENSG00000072778	ACAD6
HGNC:319	ENSG00000157766	ACAN
HGNC:319	ENSG00000157766	MSK16
HGNC:319	ENSG00000157766	CSPG1
HGNC:319	ENSG00000157766	AGC1
HGNC:319	ENSG00000157766	CSPGCP
HGNC:16467	ENSG00000072818	ACAP1
HGNC:16467	ENSG00000072818	CENTB1
HGNC:16467	ENSG00000072818	KIAA0050
HGNC:16469	ENSG00000114331	ACAP2
HGNC:16469	ENSG00000114331	CENTB2
HGNC:16469	ENSG00000114331	KIAA0041
HGNC:16469	ENSG00000114331	CNT-B2
HGNC:41426	ENSG00000229325	ACAP2-IT1
HGNC:16754	ENSG00000131584	ACAP3
HGNC:16754	ENSG00000131584	CENTB5
HGNC:16754	ENSG00000131584	KIAA1716
HGNC:93	ENSG00000075239	ACAT1
HGNC:93	ENSG00000075239	ACAT
HGNC:93	ENSG00000075239	THIL
HGNC:94	ENSG00000120437	ACAT2
HGNC:15453	ENSG00000182827	ACBD3
HGNC:15453	ENSG00000182827	GOLPH1
HGNC:15453	ENSG00000182827	GOCAP1
HGNC:15453	ENSG00000182827	GCP60
HGNC:15453	ENSG00000182827	PAP7
HGNC:40701	ENSG00000234478	ACBD3-AS1
HGNC:40701	ENSG00000234478	RP11-275I14.4
HGNC:23337	ENSG00000181513	ACBD4
HGNC:23337	ENSG00000181513	FLJ13322
HGNC:23338	ENSG00000107897	ACBD5
HGNC:23338	ENSG00000107897	DKFZp434A2417
HGNC:23338	ENSG00000107897	KIAA1996
HGNC:23339	ENSG00000230124	ACBD6
HGNC:23339	ENSG00000230124	MGC2404
HGNC:17715	ENSG00000176244	ACBD7
HGNC:17715	ENSG00000176244	FLJ38219
HGNC:17715	ENSG00000176244	bA455B2.2
HGNC:96		ACBP
HGNC:97		ACC
HGNC:98		ACCN
HGNC:14594		ACCPN
HGNC:23989	ENSG00000110455	ACCS
HGNC:23989	ENSG00000110455	PHACS
HGNC:23989	ENSG00000110455	ACS
HGNC:34391	ENSG00000205126	ACCSL
HGNC:25070	ENSG00000102977	ACD
HGNC:25070	ENSG00000102977	Ptop
